Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"13/02/2014","19 CHERRY FIELD AVE LOWER, RANEALGH, DUBLIN 6","","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","19 DUN EMER WALK, LUSK, DUBLIN","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","19 PEARSE SQ, DUBLIN 2, DUBLIN","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","20 COLLEGE STREET, BALDOYLE, CO. DUBLIN","","Dublin","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","21 SAINT LAWRENCE TERRACE, HOWTH, CO. DUBLIN","","Dublin","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","26 BRIGHTON PLACE, FOXROCK, DUBLIN 18","","Dublin","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","26 Traverslea Wood, Lr. Glenageary Road","","Dublin","€506,608.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/02/2014","262 LORETO ABBEY, GRANGE RD, RATHFARNHAM DUBLIN 14","","Dublin","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","3 GRIFFITH AVE, DUBLIN 9, DUBLIN","","Dublin","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","32 LAD LANE, DUBLIN 2, DUBLIN","","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","37 COLLEGE STREET, BALDOYLE, CO. DUBLIN","","Dublin","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","4 SEAVIEW TERRACE, HOWTH, DUBLIN13","","Dublin","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","41 WAINSFORT MANOR CRESCENT, TERENURE, DUBLIN 6W","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","47 CHURCH STREET, HOWTH, CO. DUBLIN","","Dublin","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","54 Glasilaun Road, Glasnevin","Dublin 9","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","66, RAFTERS ROAD, CRUMLIN DUBLIN 12","","Dublin","€78,790.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","68 WILLOW HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","69 WHITESDOWN DRIVE, CLONSILLA, DUBLIN 15","","Dublin","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","88 ST MAELRUANS PARK, TALLAGHT, DUBLIN 24","","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","Apartment 5, Pudding Row, Old City  Exchange Street Upper","Dublin 2","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","APARTMENT NO 20 OLD DISTI, BERESFORD STREET, DUBLIN 7","","Dublin","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","Apt 11  Block 1, Clarion Quay, North Wall Quay","Dublin 1","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2014","BANTRY, KILLINEY AVE, KILLINEY","","Dublin","€1,030,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","1 FLEMINGTON PARK, BALBRIGGAN, DUBLIN","","Dublin","€85,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","1 MASK AVE, ARTANE DUBLIN 5, DUBLIN","","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","10 CAIRNBROOK, CARRICKMINES, DUBLIN 18","Dublin 18","Dublin","€757,709.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","10 SYCAMORE CLOSE, CABINTEELY, DUBLIN","","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","103 THE THATCH RD, WHITHALL, DUBLIN 9","","Dublin","€228,560.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","11 CORNELSCOURT HILL RD, FOXROCK, DUBLIN 18","","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","12 King Street, Clongriffin","Dublin 13","Dublin","€185,022.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/02/2014","12 MALTON HOUSE, CUSTOM HOUSE SQ, DUBLIN 2","","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","14 ROWAN PARK, BLACKROCK, DUBLIN","","Dublin","€457,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","18 OCASEY HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","187 OREILLY AVE, MOUNT BROWN, DUBLIN 8","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","19 MERTON AVENUE, SOUTH CIRCULAR ROAD","Dublin 8","Dublin","€327,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","1A PHOENIX ST, INCHICORE, DUBLIN 10","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","2 CAVALRY ROW, PALATINE SQUARE, DUBLIN 7","","Dublin","€191,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","2 WINDSOR PLACE, LANESVILLE, MONKSTOWN","","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","21 Claremont Avenue, Honeypark, Dun Laoghaire","Dublin 18","Dublin","€563,876.66","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/02/2014","26 PRIORY WALK, TERENURE, DUBLIN 12","","Dublin","€509,925.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","26 THE SPIRES, DONABATE, DUBLIN","","Dublin","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","29 MOREHAMPTON TCE, DUBLIN 4, DUBLIN","","Dublin","€746,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","292 LIMES RD, WEDGEWOOD, SANDYFORD DUBLIN 16","Dublin 16","Dublin","€340,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","3 Millview Court, Skerries","","Dublin","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","3 THE STABLES, ST HELENS WOOD, BOOTERSTOWN","","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","30 DELVIN BANKS, NAUL VILLAGE","","Dublin","€264,317.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/02/2014","30 Wicklw Court, Great St Georges Street, Dublin 2","Dublin 2","Dublin","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","32 CARNEW ST, DUBLIN 7, DUBLIN","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","34 ANNALY TERRACE, ONGARWOOD, DUBLIN 15","","Dublin","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","35 ROCKVILLE CRESCENT, BLACKROCK, DUBLIN","","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","37 Fortfield Square, Terenure","Dublin 6w","Dublin","€519,824.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/02/2014","37 HUNTSTOWN AVE, HUNTSTOWN, BLANCHARDSTOWN DUBLIN 15","","Dublin","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","37 PHOENIX ST, THE RANCH, INCHICORE","","Dublin","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","4 Castlepark Residences, Castlepark Road, Sandycove","","Dublin","€436,123.35","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/02/2014","43 ALL SAINTS RD, RAHENY, DUBLIN 5","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","5 CASTLEKNOCK VALE, LAUREL LODGE, DUBLIN 15","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","5 WESTON CRESCENT, WESTON PARK, LUCAN","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","51 CIRCULAR RD SOUTH, DUBLIN 8, DUBLIN","","Dublin","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","56 RATHFARNHAM WOOD, RATHFARNHAM, DUBLIN 14","","Dublin","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","59 CASTLERIADA DR, CASTLE RD, LUCAN DUBLIN 12","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","6 Alderwood, Hollystown","Dublin 15","Dublin","€245,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"14/02/2014","6 ELMWOOD, HARTSTOWN, CLONSILLA","","Dublin","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","6 KING STREET, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","€185,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/02/2014","6 Lisalea, Lisalea, Blacrock","","Dublin","€201,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","69 SEABURY, SYDNEY PARADE AVE, SANDYMOUNT DUBLIN 4","","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","71 PARK BLVD, FRENCH PARK TYRRELLSTOWN, DUBLIN 15","","Dublin","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","79 MARLAY VIEW, BALLINTEER AVE, DUBLIN 16","","Dublin","€234,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","79 SEVEN OAKS, SARSFIELD RD, DUBLIN 10","","Dublin","€19,315.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","8 KILLBARACK RD, DUBLIN 5","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","8 Merton Walk, Mount St. Annes, Milltown","Dublin 6","Dublin","€675,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","84 CASTLEKNOCK ELMS, LAUREL LODGE, CASTLEKNOCK DUBLIN 15","","Dublin","€328,150.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","90 MAYESTON SQ, MAYESTON HALL, ST MARGARETS RD DUBLIN 11","","Dublin","€77,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APARTMENT 411, THE CUBES, SANDYFORD","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","Apartment 76, Pembroke Square, Upper Grand Canal Street","Dublin 4","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","Apartment No. 166, The Old Distillery, Beresford Street","Dublin 7","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APT 2 BLOCK A, OBLATE VIEW, TIR CONNELL RD DUBLIN 8","","Dublin","€91,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APT 3 TAILORS COURT, BRIDE STREET, DUBLIN 8","","Dublin","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APT 30 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 1","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APT 80, 25 WOLFE TONE ST, DUBLIN","","Dublin","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","APT 8, 18 LOWER BAGGOT ST, DUBLIN 2","Dublin 2","Dublin","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","GLENAVAUNE, PARK PLACE, ISLANDBRIDGE","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","SHENANDOAH, SORRENTO HEIGHTS, SORRENTO ROAD DALKEY","","Dublin","€967,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2014","THE COURTYARD, BALLINTEER ROAD, DUNDRUM","","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","11 Priory Street, Clongriffin, Dublin 13","Dublin 13","Dublin","€205,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2014","124 CEANNT FORT, MOUNT BROWN, DUBLIN 8","","Dublin","€189,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","125 SNOWDROP WALK, DARNDALE, DUBLIN 17","","Dublin","€52,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","14 BOROIMHE ELMS, SWORDS, DUBLIN","","Dublin","€186,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","15 PORTLAND ST NORTH, DUBLIN 1, DUBLIN","","Dublin","€352,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","15 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","16 SAINT JOHN ST, BLACKPITTS, DUBLIN 8","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","160 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","17 Martello Road, Martello Tower, Balbriggan","","Dublin","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","18 ST MICHAELS RD, DUBLIN 9, DUBLIN","","Dublin","€233,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","2 BOOTERSTOWN AVE, BLACKROCK, DUBLIN","","Dublin","€10,175.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","2 Castlekeep, Balrothery, Balbriggan","","Dublin","€93,458.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2014","261 Kilbarrack Road, Raheny, Dublin 5","Dublin 5","Dublin","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","35 CARYSFORT ROAD, DALKEY, CO DUBLIN","","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","35 DE SELBY GREEN, TALLAGHT, DUBLIN 24","","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","37 Castleheath, Malahide, County Dublin","","Dublin","€219,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","38/40 MONTPELLIER HILL, DUBLIN 7","","Dublin","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","46 CLONARD PARK, SANDYFORD RD, DUNDRUM DUBLIN 16","","Dublin","€543,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","46 PORTERSGATE CLOSE, PORTERSGATE, CLONSILLA","","Dublin","€272,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","48A SOUTH PARK, FOXROCK, CO DUBLIN","Dublin 18","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","5 MANOR MEWS, NORSEMAN PLACE, DUBLIN 7","","Dublin","€324,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","55 DOLLYMOUNT PARK, CLONTARF, DUBLIN 3","","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","71 BRIDGE WATER QUAY, ISLANDBRIDGE, DUBLIN 8","","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","8 St Brigid's Cottages, Clondalkin","Dublin 22","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","85 BROOKFORD, BROOK LANE, RUSH","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","Apartment 43 Castlepark Residence, Castlepark Road, Sandycove","","Dublin","€334,802.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2014","APT 3 THE WOOD, CLON BRUGH AIKENS VILLAGE, WOODSIDE SANDYMOUNT DUBLIN","","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2014","Apt 36 The Croft, Parc Na Silla, Loughlinstown","","Dublin","€203,275.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/02/2014","Grove House, Grove Road, Rathmines","Dublin 6","Dublin","€1,333,333.00","No","No","New Dwelling house /Apartment","greater than 125 sq metres"
"17/02/2014","ORCHARD, 17B CLAREMONT RD, HOWTH DUBLIN 13","","Dublin","€1,200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","1 HUNTERS WAY, BALLYCULLEN RD, DUBLIN 24","","Dublin","€238,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","1 larchgrove, clonsilla","Dublin 15","Dublin","€185,022.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/02/2014","1 WILLOW TERRACE, WILLIAMSTOWN, BLACKROCK","","Dublin","€1,600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","10 NETHERCROSS, SWORDS, DUBLIN","","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","15 MELVILLE RISE, MEAKSTOWN, DUBLIN 11","","Dublin","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","16 MELVILLE RISE, MEAKSTOWN, DUBLIN 11","","Dublin","€102,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","17 OAKDALE PARK, BALLYCULLEN PARK, FIRHOUSE DUBLIN 24","","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","19 LINNETFIELDS WALK, CLONEE, DUBLIN 15","","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","19 ROSEMOUNT AVE, ARTANE, DUBLIN 5","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","22 LUTTRELLPARK CRESCENT, CARPENTERSTOWN, DUBLIN 15","","Dublin","€311,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","23 AIRFIELD ROAD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€500,001.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/02/2014","23 ST PETERS RD, PHIBSBOROUGH, DUBLIN 7","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","24 AIRFIELD ROAD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€750,001.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/02/2014","25 AIRFIELD ROAD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€750,001.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/02/2014","263 Carnlough Road, Cabra","Dublin 7","Dublin","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","28 LITTLE MARY STREET, DUBLIN 7","","Dublin","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","29 MONTPELIER VIEW, JOBSTOWN, TALLAGHT DUBLIN 24","","Dublin","€117,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","2, ORCHARD PARK, POPPINTREE DUBLIN 11","","Dublin","€46,750.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"18/02/2014","3 CLARION QUAY, BLOCK 4, EXCISE WALK","Dublin 15","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
